2.096	0.185	0.0165	NAN	NAN	NAN	
2.098	0.185	0.01755	NAN	NAN	NAN	
2.1	0.185	0.01695	NAN	NAN	NAN	
2.102	0.185	0.015	NAN	NAN	NAN	
2.104	0.185	0.01455	0.01605	-0.00296925	NAN	
2.106	0.18	0.0162	NAN	NAN	NAN	
2.108	0.18	0.01755	NAN	NAN	NAN	
2.11	0.18	0.0171	NAN	NAN	NAN	
2.112	0.18	0.015	NAN	NAN	NAN	
2.114	0.18	0.01485	0.0162	-0.002916	NAN	
2.116	0.18	0.01635	NAN	NAN	NAN	
2.118	0.175	0.0177	NAN	NAN	NAN	
2.12	0.175	0.0168	NAN	NAN	NAN	
2.122	0.175	0.01515	NAN	NAN	NAN	
2.124	0.175	0.0147	0.01608	-0.002814	NAN	
2.126	0.175	0.0162	NAN	NAN	NAN	
2.128	0.17	0.01755	NAN	NAN	NAN	
2.13	0.17	0.01695	NAN	NAN	NAN	
2.132	0.17	0.01515	NAN	NAN	NAN	
2.134	0.17	0.0147	0.01617	-0.0027489	NAN	
2.136	0.17	0.0165	NAN	NAN	NAN	
2.138	0.17	0.01755	NAN	NAN	NAN	
2.14	0.165	0.01695	NAN	NAN	NAN	
2.142	0.165	0.0153	NAN	NAN	NAN	
2.144	0.165	0.01455	0.01617	-0.00266805	NAN	
2.146	0.165	0.01635	NAN	NAN	NAN	
2.148	0.165	0.0177	NAN	NAN	NAN	
2.15	0.16	0.01665	NAN	NAN	NAN	
2.152	0.16	0.01545	NAN	NAN	NAN	
2.154	0.16	0.0144	0.01599	-0.0025584	NAN	
2.156	0.16	0.0159	NAN	NAN	NAN	
2.158	0.16	0.01755	NAN	NAN	NAN	
2.16	0.16	0.01665	NAN	NAN	NAN	
2.162	0.155	0.0153	NAN	NAN	NAN	
2.164	0.155	0.01455	0.01605	-0.00248775	NAN	
2.166	0.155	0.01605	NAN	NAN	NAN	
2.168	0.155	0.0177	NAN	NAN	NAN	
2.17	0.155	0.0168	NAN	NAN	NAN	
2.172	0.15	0.0153	NAN	NAN	NAN	
2.174	0.15	0.0147	0.01617	-0.0024255	NAN	
2.176	0.15	0.0162	NAN	NAN	NAN	
2.178	0.15	0.01785	NAN	NAN	NAN	
2.18	0.15	0.01665	NAN	NAN	NAN	
2.182	0.15	0.01515	NAN	NAN	NAN	
2.184	0.145	0.0147	0.01605	-0.00232725	NAN	
2.186	0.145	0.01605	NAN	NAN	NAN	
2.188	0.145	0.0177	NAN	NAN	NAN	
2.19	0.145	0.01665	NAN	NAN	NAN	
2.192	0.145	0.015	NAN	NAN	NAN	
2.194	0.14	0.01485	0.01602	-0.0022428	NAN	
2.196	0.14	0.0159	NAN	NAN	NAN	
2.198	0.14	0.0177	NAN	NAN	NAN	
2.2	0.14	0.01665	NAN	NAN	NAN	
2.202	0.14	0.01515	NAN	NAN	NAN	
2.204	0.135	0.015	0.01611	-0.00217485	NAN	
2.206	0.135	0.0159	NAN	NAN	NAN	
2.208	0.135	0.01785	NAN	NAN	NAN	
2.21	0.135	0.0168	NAN	NAN	NAN	
2.212	0.135	0.01485	NAN	NAN	NAN	
2.214	0.135	0.01455	0.01602	-0.0021627	NAN	
2.216	0.13	0.01605	NAN	NAN	NAN	
2.218	0.13	0.01785	NAN	NAN	NAN	
2.22	0.13	0.0168	NAN	NAN	NAN	
2.222	0.13	0.01515	NAN	NAN	NAN	
2.224	0.13	0.01485	0.01605	-0.0020865	NAN	
2.226	0.125	0.01575	NAN	NAN	NAN	
2.228	0.125	0.0177	NAN	NAN	NAN	
2.23	0.125	0.0168	NAN	NAN	NAN	
2.232	0.125	0.01485	NAN	NAN	NAN	
2.234	0.125	0.01485	0.01602	-0.0020025	NAN	
2.236	0.125	0.0159	NAN	NAN	NAN	
2.238	0.12	0.0177	NAN	NAN	NAN	
2.24	0.12	0.0168	NAN	NAN	NAN	
2.242	0.12	0.0147	NAN	NAN	NAN	
2.244	0.12	0.01485	0.01593	-0.0019116	NAN	
2.246	0.12	0.01575	NAN	NAN	NAN	
2.248	0.115	0.01755	NAN	NAN	NAN	
2.25	0.115	0.01695	NAN	NAN	NAN	
2.252	0.115	0.01485	NAN	NAN	NAN	
2.254	0.115	0.01485	0.01611	-0.00185265	NAN	
2.256	0.115	0.0162	NAN	NAN	NAN	
2.258	0.115	0.0177	NAN	NAN	NAN	
2.26	0.11	0.0171	NAN	NAN	NAN	
2.262	0.11	0.01485	NAN	NAN	NAN	
2.264	0.11	0.01485	0.01608	-0.0017688	NAN	
2.266	0.11	0.0162	NAN	NAN	NAN	
2.268	0.11	0.0174	NAN	NAN	NAN	
2.27	0.105	0.01695	NAN	NAN	NAN	
2.272	0.105	0.01485	NAN	NAN	NAN	
2.274	0.105	0.0147	0.01605	-0.00168525	NAN	
2.276	0.105	0.0162	NAN	NAN	NAN	
2.278	0.105	0.01755	NAN	NAN	NAN	
2.28	0.105	0.01695	NAN	NAN	NAN	
2.282	0.1	0.01455	NAN	NAN	NAN	
2.284	0.1	0.0147	0.01596	-0.001596	NAN	
2.286	0.1	0.01635	NAN	NAN	NAN	
2.288	0.1	0.01725	NAN	NAN	NAN	
2.29	0.1	0.0171	NAN	NAN	NAN	
2.292	0.095	0.01515	NAN	NAN	NAN	
2.294	0.095	0.0147	0.01614	-0.0015333	NAN	
2.296	0.095	0.0162	NAN	NAN	NAN	
2.298	0.095	0.01755	NAN	NAN	NAN	
2.3	0.095	0.01695	NAN	NAN	NAN	
2.302	0.095	0.01515	NAN	NAN	NAN	
2.304	0.09	0.01455	0.01605	-0.0014445	NAN	
2.306	0.09	0.01635	NAN	NAN	NAN	
2.308	0.09	0.01725	NAN	NAN	NAN	
2.31	0.09	0.0171	NAN	NAN	NAN	
2.312	0.09	0.01515	NAN	NAN	NAN	
2.314	0.085	0.0144	0.01611	-0.00136935	NAN	
2.316	0.085	0.0165	NAN	NAN	NAN	
2.318	0.085	0.0174	NAN	NAN	NAN	
2.32	0.085	0.0168	NAN	NAN	NAN	
2.322	0.085	0.0153	NAN	NAN	NAN	
2.324	0.085	0.01455	0.01611	-0.00136935	NAN	
2.326	0.08	0.0162	NAN	NAN	NAN	
2.328	0.08	0.0177	NAN	NAN	NAN	
2.33	0.08	0.01665	NAN	NAN	NAN	
2.332	0.08	0.015	NAN	NAN	NAN	
2.334	0.08	0.0144	0.01599	-0.0012792	NAN	
2.336	0.075	0.01635	NAN	NAN	NAN	
2.338	0.075	0.01755	NAN	NAN	NAN	
2.34	0.075	0.01665	NAN	NAN	NAN	
2.342	0.075	0.01515	NAN	NAN	NAN	
2.344	0.075	0.0144	0.01605	-0.00120375	NAN	
2.346	0.075	0.01635	NAN	NAN	NAN	
2.348	0.07	0.0177	NAN	NAN	NAN	
2.35	0.07	0.01635	NAN	NAN	NAN	
2.352	0.07	0.015	NAN	NAN	NAN	
2.354	0.07	0.01455	0.01593	-0.0011151	NAN	
2.356	0.07	0.01605	NAN	NAN	NAN	
2.358	0.065	0.0177	NAN	NAN	NAN	
2.36	0.065	0.01665	NAN	NAN	NAN	
2.362	0.065	0.01515	NAN	NAN	NAN	
2.364	0.065	0.01455	0.01602	-0.0010413	NAN	
2.366	0.065	0.01605	NAN	NAN	NAN	
2.368	0.065	0.0177	NAN	NAN	NAN	
2.37	0.06	0.0165	NAN	NAN	NAN	
2.372	0.06	0.01515	NAN	NAN	NAN	
2.374	0.06	0.0147	0.01605	-0.000963	NAN	
2.376	0.06	0.01605	NAN	NAN	NAN	
2.378	0.06	0.01785	NAN	NAN	NAN	
2.38	0.055	0.01665	NAN	NAN	NAN	
2.382	0.055	0.015	NAN	NAN	NAN	
2.384	0.055	0.01455	0.01599	-0.00087945	NAN	
2.386	0.055	0.0159	NAN	NAN	NAN	
2.388	0.055	0.01785	NAN	NAN	NAN	
2.39	0.055	0.01665	NAN	NAN	NAN	
2.392	0.05	0.01485	NAN	NAN	NAN	
2.394	0.05	0.01485	0.01599	-0.0007995	NAN	
2.396	0.05	0.0159	NAN	NAN	NAN	
2.398	0.05	0.0177	NAN	NAN	NAN	
2.4	0.05	0.01665	NAN	NAN	NAN	
2.402	0.045	0.015	NAN	NAN	NAN	
2.404	0.045	0.01485	0.01602	-0.0007209	NAN	
2.406	0.045	0.0159	NAN	NAN	NAN	
2.408	0.045	0.0177	NAN	NAN	NAN	
2.41	0.045	0.0165	NAN	NAN	NAN	
2.412	0.045	0.01485	NAN	NAN	NAN	
2.414	0.04	0.01455	0.01593	-0.0006372	NAN	
2.416	0.04	0.0159	NAN	NAN	NAN	
2.418	0.04	0.01785	NAN	NAN	NAN	
2.42	0.04	0.0165	NAN	NAN	NAN	
2.422	0.04	0.01455	NAN	NAN	NAN	
2.424	0.035	0.01485	0.01593	-0.00055755	NAN	
2.426	0.035	0.01605	NAN	NAN	NAN	
2.428	0.035	0.0177	NAN	NAN	NAN	
2.43	0.035	0.01665	NAN	NAN	NAN	
2.432	0.035	0.01485	NAN	NAN	NAN	
2.434	0.035	0.0147	0.01599	-0.00055965	NAN	
2.436	0.03	0.01605	NAN	NAN	NAN	
2.438	0.03	0.0177	NAN	NAN	NAN	
2.44	0.03	0.0168	NAN	NAN	NAN	
2.442	0.03	0.01485	NAN	NAN	NAN	
2.444	0.03	0.0147	0.01602	-0.0004806	NAN	
2.446	0.025	0.0162	NAN	NAN	NAN	
2.448	0.025	0.01755	NAN	NAN	NAN	
2.45	0.025	0.01695	NAN	NAN	NAN	
2.452	0.025	0.01485	NAN	NAN	NAN	
2.454	0.025	0.0147	0.01602	-0.0004005	NAN	
2.456	0.025	0.0162	NAN	NAN	NAN	
2.458	0.02	0.0174	NAN	NAN	NAN	
2.46	0.02	0.01665	NAN	NAN	NAN	
2.462	0.02	0.0147	NAN	NAN	NAN	
2.464	0.02	0.01455	0.0159	-0.000318	NAN	
2.466	0.02	0.0162	NAN	NAN	NAN	
2.468	0.015	0.0174	NAN	NAN	NAN	
2.47	0.015	0.0171	NAN	NAN	NAN	
2.472	0.015	0.01455	NAN	NAN	NAN	
2.474	0.015	0.0147	0.01596	-0.0002394	NAN	
2.476	0.015	0.0162	NAN	NAN	NAN	
2.478	0.015	0.01725	NAN	NAN	NAN	
2.48	0.01	0.0168	NAN	NAN	NAN	
2.482	0.01	0.01485	NAN	NAN	NAN	
2.484	0.01	0.0147	0.01602	-0.0001602	NAN	
2.486	0.01	0.01635	NAN	NAN	NAN	
2.488	0.01	0.0174	NAN	NAN	NAN	
2.49	0.005	0.0165	NAN	NAN	NAN	
2.492	0.005	0.01485	NAN	NAN	NAN	
2.494	0.005	0.01455	0.01596	-7.98E-5	NAN	
2.496	0.005	0.0165	NAN	NAN	NAN	
2.498	0.005	0.0174	NAN	NAN	NAN	
2.5	0	0.0165	NAN	0	NAN	
2.502	0	0.015	NAN	0	NAN	
2.504	0	0.0144	0.0159	0	NAN	
2.506	0	0.01635	NAN	0	NAN	
2.508	0	0.01725	NAN	0	NAN	
2.51	0	0.0168	NAN	0	NAN	
2.512	-0.005	0.015	NAN	NAN	NAN	
2.514	-0.005	0.01425	0.01599	7.995E-5	NAN	
2.516	-0.005	0.0162	NAN	NAN	NAN	
2.518	-0.005	0.0177	NAN	NAN	NAN	
2.52	-0.005	0.01635	NAN	NAN	NAN	
2.522	-0.01	0.015	NAN	NAN	NAN	
2.524	-0.01	0.0144	0.01584	0.0001584	NAN	
2.526	-0.01	0.01605	NAN	NAN	NAN	
2.528	-0.01	0.0174	NAN	NAN	NAN	
2.53	-0.01	0.0165	NAN	NAN	NAN	
2.532	-0.01	0.01485	NAN	NAN	NAN	
2.534	-0.015	0.0144	0.0159	0.0002385	NAN	
2.536	-0.015	0.0162	NAN	NAN	NAN	
2.538	-0.015	0.01755	NAN	NAN	NAN	
2.54	-0.015	0.0162	NAN	NAN	NAN	
2.542	-0.015	0.01485	NAN	NAN	NAN	
2.544	-0.02	0.0144	0.01578	0.0003156	NAN	
2.546	-0.02	0.0159	NAN	NAN	NAN	
2.548	-0.02	0.01755	NAN	NAN	NAN	
2.55	-0.02	0.0162	NAN	NAN	NAN	
2.552	-0.02	0.015	NAN	NAN	NAN	
2.554	-0.02	0.01455	0.01578	0.0003156	NAN	
2.556	-0.025	0.01575	NAN	NAN	NAN	
2.558	-0.025	0.0174	NAN	NAN	NAN	
2.56	-0.025	0.0162	NAN	NAN	NAN	
2.562	-0.025	0.0147	NAN	NAN	NAN	
2.564	-0.025	0.0147	0.01584	0.000396	NAN	
2.566	-0.03	0.0159	NAN	NAN	NAN	
2.568	-0.03	0.0177	NAN	NAN	NAN	
2.57	-0.03	0.0162	NAN	NAN	NAN	
2.572	-0.03	0.0147	NAN	NAN	NAN	
2.574	-0.03	0.01455	0.01575	0.0004725	NAN	
2.576	-0.03	0.01575	NAN	NAN	NAN	
2.578	-0.035	0.01755	NAN	NAN	NAN	
2.58	-0.035	0.01605	NAN	NAN	NAN	
2.582	-0.035	0.01455	NAN	NAN	NAN	
2.584	-0.035	0.01485	0.01575	0.00055125	NAN	
2.586	-0.035	0.0159	NAN	NAN	NAN	
2.588	-0.04	0.0174	NAN	NAN	NAN	
2.59	-0.04	0.01635	NAN	NAN	NAN	
2.592	-0.04	0.01455	NAN	NAN	NAN	
2.594	-0.04	0.0147	0.01569	0.0006276	NAN	
2.596	-0.04	0.0156	NAN	NAN	NAN	
2.598	-0.04	0.01725	NAN	NAN	NAN	
2.6	-0.045	0.0165	NAN	NAN	NAN	
2.602	-0.045	0.01425	NAN	NAN	NAN	
2.604	-0.045	0.01485	0.01575	0.00070875	NAN	
2.606	-0.045	0.01605	NAN	NAN	NAN	
2.608	-0.045	0.0171	NAN	NAN	NAN	
2.61	-0.05	0.01665	NAN	NAN	NAN	
2.612	-0.05	0.0141	NAN	NAN	NAN	
2.614	-0.05	0.01455	0.01569	0.0007845	NAN	
2.616	-0.05	0.01605	NAN	NAN	NAN	
2.618	-0.05	0.0171	NAN	NAN	NAN	
2.62	-0.05	0.01635	NAN	NAN	NAN	
2.622	-0.055	0.0144	NAN	NAN	NAN	
2.624	-0.055	0.01455	0.01569	0.00086295	NAN	
2.626	-0.055	0.01605	NAN	NAN	NAN	
2.628	-0.055	0.0171	NAN	NAN	NAN	
2.63	-0.055	0.01635	NAN	NAN	NAN	
2.632	-0.06	0.0144	NAN	NAN	NAN	
2.634	-0.06	0.0144	0.01569	0.0009414	NAN	
2.636	-0.06	0.0162	NAN	NAN	NAN	
2.638	-0.06	0.0171	NAN	NAN	NAN	
2.64	-0.06	0.01665	NAN	NAN	NAN	
2.642	-0.06	0.0147	NAN	NAN	NAN	
2.644	-0.065	0.0144	0.01584	0.0010296	NAN	
2.646	-0.065	0.0162	NAN	NAN	NAN	
2.648	-0.065	0.01725	NAN	NAN	NAN	
2.65	-0.065	0.01635	NAN	NAN	NAN	
2.652	-0.065	0.0147	NAN	NAN	NAN	
2.654	-0.07	0.01425	0.01578	0.0011046	NAN	
2.656	-0.07	0.0162	NAN	NAN	NAN	
2.658	-0.07	0.0174	NAN	NAN	NAN	
2.66	-0.07	0.0162	NAN	NAN	NAN	
2.662	-0.07	0.01485	NAN	NAN	NAN	
2.664	-0.07	0.0141	0.01575	0.0011025	NAN	
2.666	-0.075	0.01635	NAN	NAN	NAN	
2.668	-0.075	0.01725	NAN	NAN	NAN	
2.67	-0.075	0.01635	NAN	NAN	NAN	
2.672	-0.075	0.01455	NAN	NAN	NAN	
2.674	-0.075	0.01395	0.01566	0.0011745	NAN	
2.676	-0.08	0.01605	NAN	NAN	NAN	
2.678	-0.08	0.0174	NAN	NAN	NAN	
2.68	-0.08	0.01605	NAN	NAN	NAN	
2.682	-0.08	0.0147	NAN	NAN	NAN	
2.684	-0.08	0.0141	0.01563	0.0012504	NAN	
2.686	-0.08	0.01605	NAN	NAN	NAN	
2.688	-0.085	0.01725	NAN	NAN	NAN	
2.69	-0.085	0.01635	NAN	NAN	NAN	
2.692	-0.085	0.0147	NAN	NAN	NAN	
2.694	-0.085	0.0141	0.01569	0.00133365	NAN	
2.696	-0.085	0.01605	NAN	NAN	NAN	
2.698	-0.09	0.01725	NAN	NAN	NAN	
2.7	-0.09	0.01605	NAN	NAN	NAN	
2.702	-0.09	0.0147	NAN	NAN	NAN	
2.704	-0.09	0.0141	0.0156	0.001404	NAN	
2.706	-0.09	0.0159	NAN	NAN	NAN	
2.708	-0.09	0.01725	NAN	NAN	NAN	
2.71	-0.095	0.01605	NAN	NAN	NAN	
2.712	-0.095	0.01485	NAN	NAN	NAN	
2.714	-0.095	0.01455	0.01575	0.00149625	NAN	
2.716	-0.095	0.01605	NAN	NAN	NAN	
2.718	-0.095	0.01725	NAN	NAN	NAN	
2.72	-0.1	0.01605	NAN	NAN	NAN	
2.722	-0.1	0.01485	NAN	NAN	NAN	
2.724	-0.1	0.0144	0.01569	0.001569	NAN	
2.726	-0.1	0.01575	NAN	NAN	NAN	
2.728	-0.1	0.0174	NAN	NAN	NAN	
2.73	-0.1	0.01605	NAN	NAN	NAN	
2.732	-0.105	0.0147	NAN	NAN	NAN	
2.734	-0.105	0.0144	0.01575	0.00165375	NAN	
2.736	-0.105	0.01605	NAN	NAN	NAN	
2.738	-0.105	0.01755	NAN	NAN	NAN	
2.74	-0.105	0.0159	NAN	NAN	NAN	
2.742	-0.11	0.0147	NAN	NAN	NAN	
2.744	-0.11	0.01425	0.01557	0.0017127	NAN	
2.746	-0.11	0.01575	NAN	NAN	NAN	
2.748	-0.11	0.01725	NAN	NAN	NAN	
2.75	-0.11	0.0159	NAN	NAN	NAN	
2.752	-0.11	0.0144	NAN	NAN	NAN	
2.754	-0.115	0.0144	0.01554	0.0017871	NAN	
2.756	-0.115	0.0156	NAN	NAN	NAN	
2.758	-0.115	0.0174	NAN	NAN	NAN	
2.76	-0.115	0.0162	NAN	NAN	NAN	
2.762	-0.115	0.01455	NAN	NAN	NAN	
2.764	-0.12	0.0147	0.01575	0.00189	NAN	
2.766	-0.12	0.0156	NAN	NAN	NAN	
2.768	-0.12	0.0177	NAN	NAN	NAN	
2.77	-0.12	0.01605	NAN	NAN	NAN	
2.772	-0.12	0.0144	NAN	NAN	NAN	
2.774	-0.12	0.01455	0.01557	0.0018684	NAN	
2.776	-0.125	0.0156	NAN	NAN	NAN	
2.778	-0.125	0.01725	NAN	NAN	NAN	
2.78	-0.125	0.01605	NAN	NAN	NAN	
2.782	-0.125	0.0144	NAN	NAN	NAN	
2.784	-0.125	0.0144	0.0156	0.00195	NAN	
2.786	-0.13	0.01575	NAN	NAN	NAN	
2.788	-0.13	0.0174	NAN	NAN	NAN	
2.79	-0.13	0.0162	NAN	NAN	NAN	
2.792	-0.13	0.0141	NAN	NAN	NAN	
2.794	-0.13	0.01455	0.01557	0.0020241	NAN	
2.796	-0.13	0.0159	NAN	NAN	NAN	
2.798	-0.135	0.0171	NAN	NAN	NAN	
2.8	-0.135	0.0162	NAN	NAN	NAN	
2.802	-0.135	0.0141	NAN	NAN	NAN	
2.804	-0.135	0.0144	0.01557	0.00210195	NAN	
2.806	-0.135	0.01605	NAN	NAN	NAN	
2.808	-0.14	0.0171	NAN	NAN	NAN	
2.81	-0.14	0.0159	NAN	NAN	NAN	
2.812	-0.14	0.01425	NAN	NAN	NAN	
2.814	-0.14	0.0144	0.01551	0.0021714	NAN	
2.816	-0.14	0.0159	NAN	NAN	NAN	
2.818	-0.145	0.0171	NAN	NAN	NAN	
2.82	-0.145	0.0162	NAN	NAN	NAN	
2.822	-0.145	0.01425	NAN	NAN	NAN	
2.824	-0.145	0.01425	0.01551	0.00224895	NAN	
2.826	-0.145	0.01605	NAN	NAN	NAN	
2.828	-0.145	0.0168	NAN	NAN	NAN	
2.83	-0.15	0.0162	NAN	NAN	NAN	
2.832	-0.15	0.0141	NAN	NAN	NAN	
2.834	-0.15	0.01425	0.01548	0.002322	NAN	
2.836	-0.15	0.01605	NAN	NAN	NAN	
2.838	-0.15	0.0168	NAN	NAN	NAN	
2.84	-0.155	0.0162	NAN	NAN	NAN	
2.842	-0.155	0.0144	NAN	NAN	NAN	
2.844	-0.155	0.0141	0.01554	0.0024087	NAN	
2.846	-0.155	0.01605	NAN	NAN	NAN	
2.848	-0.155	0.01695	NAN	NAN	NAN	
2.85	-0.155	0.01605	NAN	NAN	NAN	
2.852	-0.16	0.0141	NAN	NAN	NAN	
2.854	-0.16	0.01395	0.01542	0.0024672	NAN	
2.856	-0.16	0.01605	NAN	NAN	NAN	
2.858	-0.16	0.01695	NAN	NAN	NAN	
2.86	-0.16	0.0162	NAN	NAN	NAN	
2.862	-0.165	0.01425	NAN	NAN	NAN	
2.864	-0.165	0.0141	0.01551	0.00255915	NAN	
2.866	-0.165	0.01605	NAN	NAN	NAN	
2.868	-0.165	0.01695	NAN	NAN	NAN	
2.87	-0.165	0.01605	NAN	NAN	NAN	
2.872	-0.165	0.0144	NAN	NAN	NAN	
2.874	-0.17	0.0138	0.01545	0.0026265	NAN	
2.876	-0.17	0.01605	NAN	NAN	NAN	
2.878	-0.17	0.01695	NAN	NAN	NAN	
2.88	-0.17	0.0159	NAN	NAN	NAN	
2.882	-0.17	0.0144	NAN	NAN	NAN	
2.884	-0.175	0.0138	0.01542	0.0026985	NAN	
2.886	-0.175	0.01605	NAN	NAN	NAN	
2.888	-0.175	0.01695	NAN	NAN	NAN	
2.89	-0.175	0.01575	NAN	NAN	NAN	
2.892	-0.175	0.01425	NAN	NAN	NAN	
2.894	-0.175	0.0138	0.01539	0.00269325	NAN	
2.896	-0.18	0.0162	NAN	NAN	NAN	
2.898	-0.18	0.01695	NAN	NAN	NAN	
2.9	-0.18	0.01545	NAN	NAN	NAN	
2.902	-0.18	0.01455	NAN	NAN	NAN	
2.904	-0.18	0.01395	0.01539	0.0027702	NAN	
2.906	-0.185	0.0159	NAN	NAN	NAN	
2.908	-0.185	0.0171	NAN	NAN	NAN	
2.91	-0.185	0.0156	NAN	NAN	NAN	
2.912	-0.185	0.0141	NAN	NAN	NAN	
2.914	-0.185	0.01395	0.01524	0.0028194	NAN	
2.916	-0.185	0.0156	NAN	NAN	NAN	
2.918	-0.19	0.01695	NAN	NAN	NAN	
2.92	-0.19	0.01545	NAN	NAN	NAN	
2.922	-0.19	0.0141	NAN	NAN	NAN	
2.924	-0.19	0.0141	0.01518	0.0028842	NAN	
2.926	-0.19	0.0153	NAN	NAN	NAN	
2.928	-0.195	0.01695	NAN	NAN	NAN	
2.93	-0.195	0.01545	NAN	NAN	NAN	
2.932	-0.195	0.0141	NAN	NAN	NAN	
2.934	-0.195	0.0141	0.01524	0.0029718	NAN	
2.936	-0.195	0.01545	NAN	NAN	NAN	
2.938	-0.195	0.0171	NAN	NAN	NAN	
2.94	-0.2	0.0156	NAN	NAN	NAN	
2.942	-0.2	0.0138	NAN	NAN	NAN	
2.944	-0.2	0.0138	0.01503	0.003006	NAN	
2.946	-0.2	0.01515	NAN	NAN	NAN	
2.948	-0.2	0.0168	NAN	NAN	NAN	
2.95	-0.205	0.0156	NAN	NAN	NAN	
2.952	-0.205	0.0138	NAN	NAN	NAN	
2.954	-0.205	0.0141	0.01518	0.0031119	NAN	
2.956	-0.205	0.0156	NAN	NAN	NAN	
2.958	-0.205	0.0168	NAN	NAN	NAN	
2.96	-0.205	0.0156	NAN	NAN	NAN	
2.962	-0.21	0.0138	NAN	NAN	NAN	
2.964	-0.21	0.01395	0.01509	0.0031689	NAN	
2.966	-0.21	0.0156	NAN	NAN	NAN	
2.968	-0.21	0.0165	NAN	NAN	NAN	
2.97	-0.21	0.01575	NAN	NAN	NAN	
2.972	-0.215	0.0135	NAN	NAN	NAN	
2.974	-0.215	0.0138	0.01503	0.00323145	NAN	
2.976	-0.215	0.01545	NAN	NAN	NAN	
2.978	-0.215	0.01665	NAN	NAN	NAN	
2.98	-0.215	0.01575	NAN	NAN	NAN	
2.982	-0.215	0.01365	NAN	NAN	NAN	
2.984	-0.22	0.01395	0.01506	0.0033132	NAN	
2.986	-0.22	0.01575	NAN	NAN	NAN	
2.988	-0.22	0.0162	NAN	NAN	NAN	
2.99	-0.22	0.01545	NAN	NAN	NAN	
2.992	-0.22	0.01365	NAN	NAN	NAN	
2.994	-0.225	0.01365	0.01497	0.00336825	NAN	
2.996	-0.225	0.0159	NAN	NAN	NAN	
2.998	-0.225	0.0162	NAN	NAN	NAN	
3	-0.225	0.0156	NAN	NAN	NAN	
3.002	-0.225	0.0138	NAN	NAN	NAN	
3.004	-0.225	0.01365	0.01503	0.00338175	NAN	
3.006	-0.23	0.01575	NAN	NAN	NAN	
3.008	-0.23	0.01635	NAN	NAN	NAN	
3.01	-0.23	0.015	NAN	NAN	NAN	
3.012	-0.23	0.0135	NAN	NAN	NAN	
3.014	-0.23	0.0138	0.01485	0.0034155	NAN	
3.016	-0.235	0.0156	NAN	NAN	NAN	
3.018	-0.235	0.01635	NAN	NAN	NAN	
3.02	-0.235	0.0153	NAN	NAN	NAN	
3.022	-0.235	0.01365	NAN	NAN	NAN	
3.024	-0.235	0.01335	0.01482	0.0034827	NAN	
3.026	-0.235	0.01545	NAN	NAN	NAN	
3.028	-0.24	0.01635	NAN	NAN	NAN	
3.03	-0.24	0.015	NAN	NAN	NAN	
3.032	-0.24	0.0138	NAN	NAN	NAN	
3.034	-0.24	0.01335	0.01479	0.0035496	NAN	
3.036	-0.24	0.01515	NAN	NAN	NAN	
3.038	-0.245	0.01665	NAN	NAN	NAN	
3.04	-0.245	0.015	NAN	NAN	NAN	
3.042	-0.245	0.01365	NAN	NAN	NAN	
3.044	-0.245	0.0135	0.01479	0.00362355	NAN	
3.046	-0.245	0.0153	NAN	NAN	NAN	
3.048	-0.245	0.0165	NAN	NAN	NAN	
3.05	-0.25	0.015	NAN	NAN	NAN	
3.052	-0.25	0.01365	NAN	NAN	NAN	
3.054	-0.25	0.0135	0.01473	0.0036825	NAN	
3.056	-0.25	0.015	NAN	NAN	NAN	
3.058	-0.25	0.0165	NAN	NAN	NAN	
3.06	-0.255	0.01485	NAN	NAN	NAN	
3.062	-0.255	0.01335	NAN	NAN	NAN	
3.064	-0.255	0.0135	0.01458	0.0037179	NAN	
3.066	-0.255	0.01485	NAN	NAN	NAN	
3.068	-0.255	0.01635	NAN	NAN	NAN	
3.07	-0.255	0.015	NAN	NAN	NAN	
3.072	-0.26	0.01335	NAN	NAN	NAN	
3.074	-0.26	0.01335	0.01449	0.0037674	NAN	
3.076	-0.26	0.0147	NAN	NAN	NAN	
3.078	-0.26	0.01605	NAN	NAN	NAN	
3.08	-0.26	0.015	NAN	NAN	NAN	
3.082	-0.265	0.0129	NAN	NAN	NAN	
3.084	-0.265	0.0135	0.01446	0.0038319	NAN	
3.086	-0.265	0.01485	NAN	NAN	NAN	
3.088	-0.265	0.01605	NAN	NAN	NAN	
3.09	-0.265	0.015	NAN	NAN	NAN	
3.092	-0.265	0.0129	NAN	NAN	NAN	
3.094	-0.27	0.0132	0.01437	0.0038799	NAN	
3.096	-0.27	0.01485	NAN	NAN	NAN	
3.098	-0.27	0.0159	NAN	NAN	NAN	
3.1	-0.27	0.01485	NAN	NAN	NAN	
3.102	-0.27	0.01275	NAN	NAN	NAN	
3.104	-0.275	0.0132	0.01422	0.0039105	NAN	
3.106	-0.275	0.0147	NAN	NAN	NAN	
3.108	-0.275	0.0156	NAN	NAN	NAN	
3.11	-0.275	0.01485	NAN	NAN	NAN	
3.112	-0.275	0.01305	NAN	NAN	NAN	
3.114	-0.275	0.01305	0.01419	0.00390225	NAN	
3.116	-0.28	0.0147	NAN	NAN	NAN	
3.118	-0.28	0.0153	NAN	NAN	NAN	
3.12	-0.28	0.01455	NAN	NAN	NAN	
3.122	-0.28	0.0129	NAN	NAN	NAN	
3.124	-0.28	0.0129	0.01413	0.0039564	NAN	
